CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT,String,Longitude,Latitude
23983000,LUCKY,POINT (-122.41321288436066 37.74933791997892),ST,23983000,-122.41321288436066 37.74933791997892,-122.41321,37.74934
33680000,RIDGE,POINT (-122.4259488044564 37.70911421525552),CT,33680000,-122.4259488044564 37.70911421525552,-122.42595,37.70911
27303000,CLEMENT,POINT (-122.46870448163675 37.782750917151354),ST,27303000,-122.46870448163675 37.782750917151354,-122.4687,37.78275
50064000,ZENO,POINT (-122.39271170984154 37.7877549128375),PL,50064000,-122.39271170984154 37.7877549128375,-122.39271,37.78775
20955000,PRINCETON,POINT (-122.41545174596442 37.72719760809446),ST,20955000,-122.41545174596442 37.72719760809446,-122.41545,37.7272
23243000,PALOS,POINT (-122.48497256630888 37.73437797214861),PL,23243000,-122.48497256630888 37.73437797214861,-122.48497,37.73438
24033000,18TH,POINT (-122.4120503089354 37.76164304663655),ST,24033000,-122.4120503089354 37.76164304663655,-122.41205,37.76164
24083000,21ST,POINT (-122.41671959391633 37.75716664256798),ST,24083000,-122.41671959391633 37.75716664256798,-122.41672,37.75717
23428000,40TH,POINT (-122.49766917809366 37.73461704167564),AVE,23428000,-122.49766917809366 37.73461704167564,-122.49767,37.73462
21370000,LAPHAM,POINT (-122.4301495697094 37.71087217217377),WAY,21370000,-122.4301495697094 37.71087217217377,-122.43015,37.71087
21631000,RUSSIA,POINT (-122.42997802635266 37.71814755881224),AVE,21631000,-122.42997802635266 37.71814755881224,-122.42998,37.71815
50225000,QUINCY,POINT (-122.4053303576195 37.79106911431565),ST,50225000,-122.4053303576195 37.79106911431565,-122.40533,37.79107
33108000,DAVIDSON,POINT (-122.39332542540055 37.74670937361996),AVE,33108000,-122.39332542540055 37.74670937361996,-122.39333,37.74671
26448000,FULTON,POINT (-122.44806792957436 37.77559929486361),ST,26448000,-122.44806792957436 37.77559929486361,-122.44807,37.7756
25786000,CUMBERLAND,POINT (-122.43256107414577 37.75862237980327),ST,25786000,-122.43256107414577 37.75862237980327,-122.43256,37.75862
22149000,HAVELOCK,POINT (-122.44592981034661 37.72671578050493),ST,22149000,-122.44592981034661 37.72671578050493,-122.44593,37.72672
34100000,13TH TI,POINT (-122.37722360108341 37.828019361820054),ST,34100000,-122.37722360108341 37.828019361820054,-122.37722,37.82802
25742000,ELIZABETH,POINT (-122.43416278128342 37.7520921074403),ST,25742000,-122.43416278128342 37.7520921074403,-122.43416,37.75209
27079000,03RD,POINT (-122.45988755500069 37.7643188324292),AVE,27079000,-122.45988755500069 37.7643188324292,-122.45989,37.76432
22875000,ULLOA,POINT (-122.46503613053139 37.74065089748497),ST,22875000,-122.46503613053139 37.74065089748497,-122.46504,37.74065
26319000,OAK,POINT (-122.44073514742749 37.772712873893866),ST,26319000,-122.44073514742749 37.772712873893866,-122.44074,37.77271
52091000,BURNSIDE,POINT (-122.43840820707277 37.73434079881824),AVE,52091000,-122.43840820707277 37.73434079881824,-122.43841,37.73434
27236000,ANZA,POINT (-122.46093126854609 37.779234679693175),ST,27236000,-122.46093126854609 37.779234679693175,-122.46093,37.77923
22982000,QUINTARA,POINT (-122.46633639653835 37.74907463071752),ST,22982000,-122.46633639653835 37.74907463071752,-122.46634,37.74907
54160000,WAGNER,POINT (-122.4132876065271 37.78384477398781),ALY,54160000,-122.4132876065271 37.78384477398781,-122.41329,37.78384
26552000,VAN NESS,POINT (-122.42360129724014 37.796691059243095),AVE,26552000,-122.42360129724014 37.796691059243095,-122.4236,37.79669
23121000,25TH,POINT (-122.48099355988337 37.732471175078174),AVE,23121000,-122.48099355988337 37.732471175078174,-122.48099,37.73247
23049000,BUCARELI,POINT (-122.47998074630642 37.71694234006076),DR,23049000,-122.47998074630642 37.71694234006076,-122.47998,37.71694
27893000,CLEMENT,POINT (-122.496659884684 37.78147729436459),ST,27893000,-122.496659884684 37.78147729436459,-122.49666,37.78148
33235000,BAY SHORE,POINT (-122.39853507146506 37.71656475088217),BLVD,33235000,-122.39853507146506 37.71656475088217,-122.39854,37.71656
25371000,CHILD,POINT (-122.40762991064838 37.80349838836476),ST,25371000,-122.40762991064838 37.80349838836476,-122.40763,37.8035
26517000,HOLLIS,POINT (-122.43005078188197 37.78267240281667),ST,26517000,-122.43005078188197 37.78267240281667,-122.43005,37.78267
20686000,DRUMMOND,POINT (-122.39540341921587 37.736998916917074),ALY,20686000,-122.39540341921587 37.736998916917074,-122.3954,37.737
24272000,FOLSOM,POINT (-122.4100627702947 37.77499179202284),ST,24272000,-122.4100627702947 37.77499179202284,-122.41006,37.77499
50069000,FREMONT,POINT (-122.39432361903435 37.78857531876667),ST,50069000,-122.39432361903435 37.78857531876667,-122.39432,37.78858
24768000,MONTGOMERY,POINT (-122.4038630177389 37.79822297139477),ST,24768000,-122.4038630177389 37.79822297139477,-122.40386,37.79822
24747000,PINE,POINT (-122.40574187901608 37.79149810160775),ST,24747000,-122.40574187901608 37.79149810160775,-122.40574,37.7915
24892000,MARKET,POINT (-122.40583101130346 37.785743989580745),ST,24892000,-122.40583101130346 37.785743989580745,-122.40583,37.78574
24733000,KEARNY,POINT (-122.40461342127267 37.7935650841339),ST,24733000,-122.40461342127267 37.7935650841339,-122.40461,37.79357
20081000,BEATRICE,POINT (-122.37990119254941 37.73071900575891),LN,20081000,-122.37990119254941 37.73071900575891,-122.3799,37.73072
33286000,HOLLADAY,POINT (-122.40826342512787 37.73964335900591),AVE,33286000,-122.40826342512787 37.73964335900591,-122.40826,37.73964
26759000,MARINA,POINT (-122.4320907159848 37.80519954538886),BLVD,26759000,-122.4320907159848 37.80519954538886,-122.43209,37.8052
21212000,CORTLAND,POINT (-122.41589947973885 37.739001869683634),AVE,21212000,-122.41589947973885 37.739001869683634,-122.4159,37.739
51255000,MORAGA,POINT (-122.46096465275937 37.79871557805399),AVE,51255000,-122.46096465275937 37.79871557805399,-122.46096,37.79872
50665000,KENWOOD,POINT (-122.46578822313792 37.728583651801635),WAY,50665000,-122.46578822313792 37.728583651801635,-122.46579,37.72858
24464000,POLK,POINT (-122.4187089040498 37.78077316158698),ST,24464000,-122.4187089040498 37.78077316158698,-122.41871,37.78077
23056000,HOLLOWAY,POINT (-122.47606966971313 37.72077994711411),AVE,23056000,-122.47606966971313 37.72077994711411,-122.47607,37.72078
27910000,43RD,POINT (-122.50388062091088 37.77728731109667),AVE,27910000,-122.50388062091088 37.77728731109667,-122.50388,37.77729
21846000,CHENERY,POINT (-122.42607557561823 37.7383577378902),ST,21846000,-122.42607557561823 37.7383577378902,-122.42608,37.73836
22391000,HILLCREST,POINT (-122.45333428160447 37.73674652705746),CT,22391000,-122.45333428160447 37.73674652705746,-122.45333,37.73675
24201000,08TH,POINT (-122.40851633081756 37.77375970065788),ST,24201000,-122.40851633081756 37.77375970065788,-122.40852,37.77376
50836000,WHEELER,POINT (-122.40062184624848 37.70996540539323),AVE,50836000,-122.40062184624848 37.70996540539323,-122.40062,37.70997
32842000,JOHN F KENNEDY,POINT (-122.50630200928063 37.76667806575877),DR,32842000,-122.50630200928063 37.76667806575877,-122.5063,37.76668
22258000,HAZELWOOD,POINT (-122.45491587866043 37.7314649981868),AVE,22258000,-122.45491587866043 37.7314649981868,-122.45492,37.73146
25442000,SCOTLAND,POINT (-122.41254127823468 37.80193063660561),ST,25442000,-122.41254127823468 37.80193063660561,-122.41254,37.80193
27578000,LAKE,POINT (-122.45927952751971 37.78691387043707),ST,27578000,-122.45927952751971 37.78691387043707,-122.45928,37.78691
27804000,41ST,POINT (-122.50083059522062 37.76440614085358),AVE,27804000,-122.50083059522062 37.76440614085358,-122.50083,37.76441
52024000,DICKINSON,POINT (-122.40737045315339 37.7361124910205),ST,52024000,-122.40737045315339 37.7361124910205,-122.40737,37.73611
51240000,LETTERMAN,POINT (-122.4489762453763 37.79755759540919),DR,51240000,-122.4489762453763 37.79755759540919,-122.44898,37.79756
25800000,JOSE SARRIA,POINT (-122.43227951625104 37.76428896482963),CT,25800000,-122.43227951625104 37.76428896482963,-122.43228,37.76429
32850000,36TH,POINT (-122.49526346520946 37.769967004181645),AVE,32850000,-122.49526346520946 37.769967004181645,-122.49526,37.76997
53056000,SIGNAL,POINT (-122.3660397025569 37.809909096571495),RD,53056000,-122.3660397025569 37.809909096571495,-122.36604,37.80991
22661000,ASHTON,POINT (-122.46221250364309 37.725265707612),AVE,22661000,-122.46221250364309 37.725265707612,-122.46221,37.72527
30003000,CHESLEY,POINT (-122.40680052065856 37.77415819685063),ST,30003000,-122.40680052065856 37.77415819685063,-122.4068,37.77416
22940000,WEST PORTAL,POINT (-122.4705740881627 37.73658902890089),AVE,22940000,-122.4705740881627 37.73658902890089,-122.47057,37.73659
20866000,DWIGHT,POINT (-122.41000055129474 37.72197343451617),ST,20866000,-122.41000055129474 37.72197343451617,-122.41,37.72197
26448000,HEMWAY,POINT (-122.44806792957436 37.77559929486361),TER,26448000,-122.44806792957436 37.77559929486361,-122.44807,37.7756
25604000,FAIR OAKS,POINT (-122.42382985093936 37.75030448339769),ST,25604000,-122.42382985093936 37.75030448339769,-122.42383,37.7503
20423000,SANTOS,POINT (-122.41877184177652 37.71073194548844),ST,20423000,-122.41877184177652 37.71073194548844,-122.41877,37.71073
24732000,SACRAMENTO,POINT (-122.40401611381462 37.7936463092099),ST,24732000,-122.40401611381462 37.7936463092099,-122.40402,37.79365
25269000,RUSSIAN HILL,POINT (-122.41507100062258 37.797789128109414),PL,25269000,-122.41507100062258 37.797789128109414,-122.41507,37.79779
30076000,AUSTIN,POINT (-122.42194037458103 37.78896877492591),ST,30076000,-122.42194037458103 37.78896877492591,-122.42194,37.78897
23485000,43RD,POINT (-122.5019299157959 37.74937741071292),AVE,23485000,-122.5019299157959 37.74937741071292,-122.50193,37.74938
33542000,ELMHURST,POINT (-122.47278166208561 37.73066576293),DR,33542000,-122.47278166208561 37.73066576293,-122.47278,37.73067
20637000,BRUSSELS,POINT (-122.40508600015941 37.72591546134855),ST,20637000,-122.40508600015941 37.72591546134855,-122.40509,37.72592
22496000,BRIGHT,POINT (-122.46349969752934 37.71430077977829),ST,22496000,-122.46349969752934 37.71430077977829,-122.4635,37.7143
26458000,GOLDEN GATE,POINT (-122.45134615726435 37.777090400872154),AVE,26458000,-122.45134615726435 37.777090400872154,-122.45135,37.77709
30720000,MORRELL,POINT (-122.41925150955856 37.79608662369752),PL,30720000,-122.41925150955856 37.79608662369752,-122.41925,37.79609
51940000,CARROLL,POINT (-122.37651147822713 37.715420357582104),AVE,51940000,-122.37651147822713 37.715420357582104,-122.37651,37.71542
24200000,CONVERSE,POINT (-122.40750194322113 37.77210439258813),ST,24200000,-122.40750194322113 37.77210439258813,-122.4075,37.7721
20540000,NEWHALL,POINT (-122.3986223777688 37.72855802223049),ST,20540000,-122.3986223777688 37.72855802223049,-122.39862,37.72856
21668000,NEY,POINT (-122.4232437131999 37.73081870320345),ST,21668000,-122.4232437131999 37.73081870320345,-122.42324,37.73082
24704000,MARK TWAIN,POINT (-122.40158235985568 37.795306296170445),PL,24704000,-122.40158235985568 37.795306296170445,-122.40158,37.79531
26946000,CLAY,POINT (-122.45376896494302 37.78822830620638),ST,26946000,-122.45376896494302 37.78822830620638,-122.45377,37.78823
50998000,LA GRANDE,POINT (-122.42667015393098 37.717078041984315),AVE,50998000,-122.42667015393098 37.717078041984315,-122.42667,37.71708
34171000,04TH,POINT (-122.39119934815191 37.77100919184925),ST,34171000,-122.39119934815191 37.77100919184925,-122.3912,37.77101
51059000,HAMERTON,POINT (-122.43766637898256 37.733752966835326),AVE,51059000,-122.43766637898256 37.733752966835326,-122.43767,37.73375
52167000,HWY 101 SOUTHBOUND,POINT (-122.40672020180803 37.73496533620461),,52167000,-122.40672020180803 37.73496533620461,-122.40672,37.73497
25024000,SAINT LOUIS,POINT (-122.40708368112271 37.79597058400078),ALY,25024000,-122.40708368112271 37.79597058400078,-122.40708,37.79597
22754000,PINEHURST,POINT (-122.46607319928638 37.7267850038062),WAY,22754000,-122.46607319928638 37.7267850038062,-122.46607,37.72679
22465000,RICE,POINT (-122.45824119503358 37.70899930174116),ST,22465000,-122.45824119503358 37.70899930174116,-122.45824,37.709
23441000,VICENTE,POINT (-122.49900135205894 37.73828554528744),ST,23441000,-122.49900135205894 37.73828554528744,-122.499,37.73829
25618000,MERSEY,POINT (-122.42579446839889 37.75180345160367),ST,25618000,-122.42579446839889 37.75180345160367,-122.42579,37.7518
24572000,WASHINGTON,POINT (-122.39540527106574 37.796682895799506),ST,24572000,-122.39540527106574 37.796682895799506,-122.39541,37.79668
34177000,LONG BRIDGE,POINT (-122.3932982554727 37.77199477556561),ST,34177000,-122.3932982554727 37.77199477556561,-122.3933,37.77199
20882000,BACON,POINT (-122.41346859252359 37.725054820499786),ST,20882000,-122.41346859252359 37.725054820499786,-122.41347,37.72505
20621000,PHELPS,POINT (-122.40139458720297 37.72858444492115),ST,20621000,-122.40139458720297 37.72858444492115,-122.40139,37.72858
28166000,MABREY,POINT (-122.38577233432947 37.73578395898233),CT,28166000,-122.38577233432947 37.73578395898233,-122.38577,37.73578
21401000,ITALY,POINT (-122.4331296796139 37.71542347946503),AVE,21401000,-122.4331296796139 37.71542347946503,-122.43313,37.71542
30754000,MARKET,POINT (-122.42218643886328 37.77290912250792),ST,30754000,-122.42218643886328 37.77290912250792,-122.42219,37.77291
27749000,38TH,POINT (-122.49683494275321 37.7533428189694),AVE,27749000,-122.49683494275321 37.7533428189694,-122.49683,37.75334
26482000,ANZA,POINT (-122.4518692394197 37.78049274039331),ST,26482000,-122.4518692394197 37.78049274039331,-122.45187,37.78049
25702000,DOLORES,POINT (-122.42610427082192 37.76263136392534),ST,25702000,-122.42610427082192 37.76263136392534,-122.4261,37.76263
20941000,JOHN F SHELLEY,POINT (-122.41648441776843 37.721809310241284),DR,20941000,-122.41648441776843 37.721809310241284,-122.41648,37.72181
23740000,DE HARO,POINT (-122.40111160983312 37.759733769033694),ST,23740000,-122.40111160983312 37.759733769033694,-122.40111,37.75973
22152000,PAULDING,POINT (-122.44427698463892 37.7282617553036),ST,22152000,-122.44427698463892 37.7282617553036,-122.44428,37.72826
51411000,SANCHES,POINT (-122.45249291265314 37.79416599774898),ST,51411000,-122.45249291265314 37.79416599774898,-122.45249,37.79417
20813000,LOOMIS,POINT (-122.40430629229422 37.74252073412632),ST,20813000,-122.40430629229422 37.74252073412632,-122.40431,37.74252
33171000,NELSON,POINT (-122.39861950179947 37.71756594275003),AVE,33171000,-122.39861950179947 37.71756594275003,-122.39862,37.71757
23513000,SANTIAGO,POINT (-122.50719324557262 37.743535155772236),ST,23513000,-122.50719324557262 37.743535155772236,-122.50719,37.74354
24031000,FLORIDA,POINT (-122.41109020077486 37.761700878829544),ST,24031000,-122.41109020077486 37.761700878829544,-122.41109,37.7617
33607000,SANTA YSABEL,POINT (-122.44011849103474 37.727925284787176),AVE,33607000,-122.44011849103474 37.727925284787176,-122.44012,37.72793
24534000,01ST,POINT (-122.39657076540742 37.78896296440341),ST,24534000,-122.39657076540742 37.78896296440341,-122.39657,37.78896
23543000,MINNESOTA,POINT (-122.38972964451604 37.75272074136319),ST,23543000,-122.38972964451604 37.75272074136319,-122.38973,37.75272
23367000,SUNSET,POINT (-122.49405381822608 37.73663508702908),BLVD,23367000,-122.49405381822608 37.73663508702908,-122.49405,37.73664
50524000,LORAINE,POINT (-122.45701413090042 37.78025291573037),CT,50524000,-122.45701413090042 37.78025291573037,-122.45701,37.78025
27465000,TRANSVERSE,POINT (-122.47946355380427 37.769876966984015),DR,27465000,-122.47946355380427 37.769876966984015,-122.47946,37.76988
22695000,ARCH,POINT (-122.46711575585557 37.71610778343279),ST,22695000,-122.46711575585557 37.71610778343279,-122.46712,37.71611
22886000,DEWEY,POINT (-122.46138109755601 37.745569497866754),BLVD,22886000,-122.46138109755601 37.745569497866754,-122.46138,37.74557
23097000,SERRANO,POINT (-122.48142396235068 37.71905643760621),DR,23097000,-122.48142396235068 37.71905643760621,-122.48142,37.71906
54061000,BUCHANAN,POINT (-122.42847735071551 37.779049473876086),ST,54061000,-122.42847735071551 37.779049473876086,-122.42848,37.77905
52077000,ARMORY,POINT (-122.50275843896614 37.72826157885775),DR,52077000,-122.50275843896614 37.72826157885775,-122.50276,37.72826
33617000,SAN BRUNO,POINT (-122.40556650968973 37.7633027579383),AVE,33617000,-122.40556650968973 37.7633027579383,-122.40557,37.7633
32915000,WILLARD,POINT (-122.45417986438858 37.76391219993422),ST,32915000,-122.45417986438858 37.76391219993422,-122.45418,37.76391
25238000,LEROY,POINT (-122.41511637883052 37.792237570340205),PL,25238000,-122.41511637883052 37.792237570340205,-122.41512,37.79224
22069000,WANDA,POINT (-122.44054127293924 37.722375127078934),ST,22069000,-122.44054127293924 37.722375127078934,-122.44054,37.72238
27226000,02ND,POINT (-122.45986037339783 37.779282629702124),AVE,27226000,-122.45986037339783 37.779282629702124,-122.45986,37.77928
23205000,PACHECO,POINT (-122.47616321413213 37.750512276861656),ST,23205000,-122.47616321413213 37.750512276861656,-122.47616,37.75051
24521000,GUY,POINT (-122.394370536311 37.78574042222514),PL,24521000,-122.394370536311 37.78574042222514,-122.39437,37.78574
54053000,GARRISON,POINT (-122.41291500754578 37.70947489040185),AVE,54053000,-122.41291500754578 37.70947489040185,-122.41292,37.70947
23260000,23RD,POINT (-122.47997764491876 37.74286150424068),AVE,23260000,-122.47997764491876 37.74286150424068,-122.47998,37.74286
23980000,TREAT,POINT (-122.41283855448924 37.75096808861166),AVE,23980000,-122.41283855448924 37.75096808861166,-122.41284,37.75097
22584000,GRANADA,POINT (-122.45716308756316 37.72184307568999),AVE,22584000,-122.45716308756316 37.72184307568999,-122.45716,37.72184
23726000,KANSAS,POINT (-122.4028029438516 37.757068367548186),ST,23726000,-122.4028029438516 37.757068367548186,-122.4028,37.75707
27903000,BALBOA,POINT (-122.50051520199058 37.77556911753838),ST,27903000,-122.50051520199058 37.77556911753838,-122.50052,37.77557
22190000,GENEVA,POINT (-122.45011822600581 37.722082795127626),AVE,22190000,-122.45011822600581 37.722082795127626,-122.45012,37.72208
25817000,19TH,POINT (-122.4381123548207 37.75909265521429),ST,25817000,-122.4381123548207 37.75909265521429,-122.43811,37.75909
51541000,GIBBON,POINT (-122.44748565677288 37.795831153725224),CT,51541000,-122.44748565677288 37.795831153725224,-122.44749,37.79583
23590000,BERRY,POINT (-122.3888694626403 37.779294542928696),ST,23590000,-122.3888694626403 37.779294542928696,-122.38887,37.77929
52165000,I-280 S OFF,POINT (-122.39418764662977 37.76599400074379),RAMP,52165000,-122.39418764662977 37.76599400074379,-122.39419,37.76599
52156000,HWY 101 S ON,POINT (-122.4181603717571 37.7697077129737),RAMP,52156000,-122.4181603717571 37.7697077129737,-122.41816,37.76971
20980000,FELTON,POINT (-122.41938591217247 37.72616855007944),ST,20980000,-122.41938591217247 37.72616855007944,-122.41939,37.72617
22307000,ARROYO,POINT (-122.44669223889137 37.739560326203986),WAY,22307000,-122.44669223889137 37.739560326203986,-122.44669,37.73956
20487000,KEITH,POINT (-122.3927919346009 37.725603776965436),ST,20487000,-122.3927919346009 37.725603776965436,-122.39279,37.7256
26596000,AVERY,POINT (-122.43377544590113 37.78441250546868),ST,26596000,-122.43377544590113 37.78441250546868,-122.43378,37.78441
27777000,LAWTON,POINT (-122.50245047894913 37.75683458070487),ST,27777000,-122.50245047894913 37.75683458070487,-122.50245,37.75683
25453000,LOMBARD,POINT (-122.41138852724649 37.80303390028887),ST,25453000,-122.41138852724649 37.80303390028887,-122.41139,37.80303
20911000,BACON,POINT (-122.4105122161762 37.72582587098391),ST,20911000,-122.4105122161762 37.72582587098391,-122.41051,37.72583
27451000,JOHN F KENNEDY,POINT (-122.47365519137982 37.77115580161419),DR,27451000,-122.47365519137982 37.77115580161419,-122.47366,37.77116
23355000,ULLOA,POINT (-122.49163494002053 37.74047450653975),ST,23355000,-122.49163494002053 37.74047450653975,-122.49163,37.74047
54039000,LINCOLN,POINT (-122.44231177987669 37.708659987642584),CT,54039000,-122.44231177987669 37.708659987642584,-122.44231,37.70866
20988000,SILLIMAN,POINT (-122.42185242484693 37.726854769186204),ST,20988000,-122.42185242484693 37.726854769186204,-122.42185,37.72685
50108000,BLACK,POINT (-122.41658728012774 37.79999367358244),PL,50108000,-122.41658728012774 37.79999367358244,-122.41659,37.79999
51155000,KEMPTON,POINT (-122.46844424871054 37.71226170999537),AVE,51155000,-122.46844424871054 37.71226170999537,-122.46844,37.71226
25799000,PROSPER,POINT (-122.43154484003244 37.762703174060384),ST,25799000,-122.43154484003244 37.762703174060384,-122.43154,37.7627
27134000,NORIEGA,POINT (-122.47099466617153 37.755771772682444),ST,27134000,-122.47099466617153 37.755771772682444,-122.47099,37.75577
30758000,BUCHANAN,POINT (-122.4263094381509 37.769602597314986),ST,30758000,-122.4263094381509 37.769602597314986,-122.42631,37.7696
50548000,QUINTARA,POINT (-122.465935552739 37.7490925505594),ST,50548000,-122.465935552739 37.7490925505594,-122.46594,37.74909
21745000,LEO,POINT (-122.43646816532767 37.72246521826349),ST,21745000,-122.43646816532767 37.72246521826349,-122.43647,37.72247
23679000,CONNECTICUT,POINT (-122.39749499758791 37.76252120311634),ST,23679000,-122.39749499758791 37.76252120311634,-122.39749,37.76252
50917000,PRENTISS,POINT (-122.41192177409073 37.742015337444535),ST,50917000,-122.41192177409073 37.742015337444535,-122.41192,37.74202
20445000,JAMESTOWN,POINT (-122.39261325811391 37.71795865449319),AVE,20445000,-122.39261325811391 37.71795865449319,-122.39261,37.71796
32993000,VERDUN,POINT (-122.46499370587131 37.742409779880646),WAY,32993000,-122.46499370587131 37.742409779880646,-122.46499,37.74241
22509000,HEAD,POINT (-122.46436278343701 37.71076858846453),ST,22509000,-122.46436278343701 37.71076858846453,-122.46436,37.71077
27498000,19TH,POINT (-122.47816616274656 37.77845697053702),AVE,27498000,-122.47816616274656 37.77845697053702,-122.47817,37.77846
33469000,BROTHERHOOD,POINT (-122.46999312670914 37.71278126920718),WAY,33469000,-122.46999312670914 37.71278126920718,-122.46999,37.71278
33432000,PAYSON,POINT (-122.46930309130546 37.712187559282874),ST,33432000,-122.46930309130546 37.712187559282874,-122.4693,37.71219
25755000,LIBERTY,POINT (-122.43462157557315 37.7568869049387),ST,25755000,-122.43462157557315 37.7568869049387,-122.43462,37.75689
20783000,BARNEVELD,POINT (-122.40438321568334 37.73976174545831),AVE,20783000,-122.40438321568334 37.73976174545831,-122.40438,37.73976
23515000,QUINTARA,POINT (-122.50501446994231 37.74736729434281),ST,23515000,-122.50501446994231 37.74736729434281,-122.50501,37.74737
51207000,RUGER,POINT (-122.44826737345397 37.79789473331227),ST,51207000,-122.44826737345397 37.79789473331227,-122.44827,37.79789
25230000,LEAVENWORTH,POINT (-122.41555908621068 37.79025429917787),ST,25230000,-122.41555908621068 37.79025429917787,-122.41556,37.79025
33710000,FORT FUNSTON,POINT (-122.49835701734962 37.71369412589757),RD,33710000,-122.49835701734962 37.71369412589757,-122.49836,37.71369
24997000,JOICE,POINT (-122.40854505497961 37.7930744354852),ST,24997000,-122.40854505497961 37.7930744354852,-122.40855,37.79307
23952000,POTRERO,POINT (-122.4062194135344 37.75172620919056),AVE,23952000,-122.4062194135344 37.75172620919056,-122.40622,37.75173
21895000,CHURCH,POINT (-122.42674618552272 37.744497407405674),ST,21895000,-122.42674618552272 37.744497407405674,-122.42675,37.7445
27964000,LA PLAYA,POINT (-122.50940219159139 37.764032735245166),,27964000,-122.50940219159139 37.764032735245166,-122.5094,37.76403
25301000,POLK,POINT (-122.42087318399625 37.79149585506789),ST,25301000,-122.42087318399625 37.79149585506789,-122.42087,37.7915
21495000,GUTTENBERG,POINT (-122.4440970979194 37.71168944330447),ST,21495000,-122.4440970979194 37.71168944330447,-122.4441,37.71169
34140000,MACALLA,POINT (-122.36914929620154 37.81174371887919),CT,34140000,-122.36914929620154 37.81174371887919,-122.36915,37.81174
22663000,DORADO,POINT (-122.46078656856486 37.72606583703074),TER,22663000,-122.46078656856486 37.72606583703074,-122.46079,37.72607
51310000,LINCOLN,POINT (-122.4600455061155 37.801550970723696),BLVD,51310000,-122.4600455061155 37.801550970723696,-122.46005,37.80155
22290000,MELROSE,POINT (-122.44578221896407 37.73385028836388),AVE,22290000,-122.44578221896407 37.73385028836388,-122.44578,37.73385
27077000,KIRKHAM,POINT (-122.46284191271795 37.76045225479652),ST,27077000,-122.46284191271795 37.76045225479652,-122.46284,37.76045
33732000,JOHNSTONE,POINT (-122.4540825324261 37.7588046099366),DR,33732000,-122.4540825324261 37.7588046099366,-122.45408,37.7588
24038000,HARRISON,POINT (-122.41264307000888 37.76032387798669),ST,24038000,-122.41264307000888 37.76032387798669,-122.41264,37.76032
22038000,DUNCAN,POINT (-122.44008804874748 37.74529603550851),ST,22038000,-122.44008804874748 37.74529603550851,-122.44009,37.7453
26496000,CLEARY,POINT (-122.42643012661783 37.7850617380114),CT,26496000,-122.42643012661783 37.7850617380114,-122.42643,37.78506
54239000,GORGAS,POINT (-122.45200614286371 37.802908546328574),AVE,54239000,-122.45200614286371 37.802908546328574,-122.45201,37.80291
21283000,AZTEC,POINT (-122.41496911549513 37.745549321297055),ST,21283000,-122.41496911549513 37.745549321297055,-122.41497,37.74555
20177000,MIDDLE POINT,POINT (-122.37910964730085 37.73768029390442),RD,20177000,-122.37910964730085 37.73768029390442,-122.37911,37.73768
25202000,SUTTER,POINT (-122.418465026792 37.787966285833654),ST,25202000,-122.418465026792 37.787966285833654,-122.41847,37.78797
26377000,MASONIC,POINT (-122.44628367407397 37.77487110287198),AVE,26377000,-122.44628367407397 37.77487110287198,-122.44628,37.77487
27786000,KIRKHAM,POINT (-122.49936532662493 37.75884076271709),ST,27786000,-122.49936532662493 37.75884076271709,-122.49937,37.75884
23015000,BANBURY,POINT (-122.47361077650058 37.71998055750954),DR,23015000,-122.47361077650058 37.71998055750954,-122.47361,37.71998
25221000,CALIFORNIA,POINT (-122.42068738313795 37.79057825912893),ST,25221000,-122.42068738313795 37.79057825912893,-122.42069,37.79058
24311000,08TH,POINT (-122.41315769157687 37.77745741991868),ST,24311000,-122.41315769157687 37.77745741991868,-122.41316,37.77746
20817000,OAKDALE,POINT (-122.4048283865117 37.74281659849599),AVE,20817000,-122.4048283865117 37.74281659849599,-122.40483,37.74282
23626000,MISSOURI,POINT (-122.39530786139063 37.74980378586795),ST,23626000,-122.39530786139063 37.74980378586795,-122.39531,37.7498
20355000,LELAND,POINT (-122.40833406009864 37.7128136092011),AVE,20355000,-122.40833406009864 37.7128136092011,-122.40833,37.71281
20987000,FELTON,POINT (-122.42135621204687 37.72565311878016),ST,20987000,-122.42135621204687 37.72565311878016,-122.42136,37.72565
34103000,HALYBURTON,POINT (-122.3759958082807 37.827718985563244),CT,34103000,-122.3759958082807 37.827718985563244,-122.376,37.82772
22897000,FOREST HILL,POINT (-122.4619409994647 37.748996736086454),PATH,22897000,-122.4619409994647 37.748996736086454,-122.46194,37.749
51739000,20TH,POINT (-122.38354840822241 37.759817388617506),ST,51739000,-122.38354840822241 37.759817388617506,-122.38355,37.75982
20734000,ROBBLEE,POINT (-122.39832716121768 37.73604528249621),AVE,20734000,-122.39832716121768 37.73604528249621,-122.39833,37.73605
24910000,STOCKTON,POINT (-122.40695698700213 37.789433682169374),TUNL,24910000,-122.40695698700213 37.789433682169374,-122.40696,37.78943
23082000,EUCALYPTUS,POINT (-122.47592653262726 37.73110355317197),DR,23082000,-122.47592653262726 37.73110355317197,-122.47593,37.7311
54011000,QUICKSTEP,POINT (-122.42794278477652 37.78294001725234),LN,54011000,-122.42794278477652 37.78294001725234,-122.42794,37.78294
